name,rel,customer,newCol1,newCol2,status,orderType,config,platform,accType,testedBy,submissionReason,reqDate,submissionDate,startDate,endDate,rolloverDate,rolloverDays,rolloverDaysH,waitingDays,waitingDaysH,testingDays,testingDaysH,reportNo,releaseDate,reviewedBy,codeCompare,newFW,tBugs,is_delete,user_id,date,__v
HHo018.00,0,Alfanar ,MPMKVVCL-Bhopal,4G,Withdrawn,DLMS Order, 3P4W HTCT Cl 0.5 5-10A,NORTEM,SMART,,New firmware,2024-07-12,2024-07-12,,,,0,,-45484,,1.0,,,,,,,,False,,,0
UC25.00,0,WM101BC7RSNET,WM101BC7RSNET,,Released,DLMS Order,"1PH 05-60A,  Cl.1.0",SFF,ENM,BHR,New firmware,2024-07-12,2024-07-12,2024-08-08,2024-08-12,2024-08-13,1,1.0,28,18.0,5.0,3.0,QER-109202,2024-08-19,DK,,,,False,,,0
UC24.00,0,WM101BC7RSOLAR,WM101BC7RSOLAR,,Subs Itr rel,DLMS Order,"1PH 05-60A,  Cl.1.0",SFF,ENM,DK,New firmware,2024-07-12,2024-07-12,2024-08-28,2024-08-29,2024-09-02,4,2.0,48,30.0,2.0,2.0,,,SS,,,,False,,,0
HHo019.03,3,GMR,PuVVNL,4G,Released,DLMS Order, 3P4W HTCT Cl 0.2 5-10A,NORTEM,SMART,AM,CR change,2024-07-15,2024-07-15,2024-07-15,2024-07-15,2024-07-16,1,1.0,1,0.0,1.0,0.5,QER-109156(3),2024-07-17,SR,,,,False,,,0
COC57.00 ,2,WBSEDCL,WBSEDCL ,sampark,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,SFF,TVM LT WC,BCP,bug fixed,2024-06-12,2024-07-15,2024-07-16,2024-07-17,2024-07-19,2,2.0,2,1.0,2.0,2.0,,,,,,,False,,,0
UC23.00,0,WM101BC7UPBOXH,WM101BC7UPBOXH,,Released,DLMS Order,"1PH 05-60A,  Cl.1.0",SFF,ENM,VN/DK,platform Conversion ,2024-07-15,2024-07-15,2024-09-02,2024-09-06,2024-09-09,3,1.0,50,30.0,5.0,5.0,QER-109240,2024-09-23,SAN,,,,False,,,0
CBO019.01,1,Adani,APEPDCL ,4G,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,AM,Bug fixed,2024-07-11,2024-07-16,2024-07-17,2024-07-17,2024-07-18,1,1.0,2,1.0,1.0,1.0,,,,,,,False,,,0
HHo018.01,1,Alfanar ,MPMKVVCL-Bhopal,4G,Exp Next Itr,DLMS Order, 3P4W HTCT Cl 0.5 5-10A,NORTEM,SMART,BHR,New firmware,2024-07-12,2024-07-16,2024-08-23,2024-08-27,,-45531,,39,25.0,5.0,3.0,,,,,,,False,,,0
CAO01601,0,Adani,AEML,Nbiot,Withdrawn,DLMS Order, 3P4W LTWC Cl 1.0 10-100A,CHRONAS,SMART,,Code comapre,2024-07-16,2024-07-16,,,,0,,-45488,1.0,1.0,,,,,yes,,,False,,,0
CAO02100,1,TPCL,TPCL,4G(SIMCOM module with taoglass ),Exp Next Itr,DLMS Order, 3P4W LTWC Cl 1.0 10-100A,CHRONAS,SMART,SR,bug fixed,2024-06-27,2024-07-17,2024-07-17,2024-07-22,,-45495,,1,0.0,6.0,4.0,,,,,,,False,,,0
SR84.00,0,WM101BC7DMPNET,WM101BC7DMPNET,,Exp Next Itr,DLMS Order,"1Ph 10-60A , Cl.1.0",SFF,ENM,BCP,New firmware,2024-07-17,2024-07-17,2024-08-28,2024-09-02,2024-09-03,1,1.0,43,28.0,6.0,4.0,,,AVM,,,,False,,,0
CAO02300,0,Intellismart ,PVVNL ,4G,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-100A,CHRONAS,SMART,AVM,New firmware,2024-07-17,2024-07-17,2024-07-18,2024-07-22,2024-07-24,2,2.0,2,1.0,5.0,3.0,,,AM,,,,False,,,0
5YD08.35,0,WR300BB11ABTUK,WR300BB11ABTUK,,Withdrawn,DLMS Order,3P4W 63.5V 1-2A CL0.2 CAT-B,SEM N2,TVM HT 0.2,,Checklist implementation,2024-07-17,2024-07-17,,,,0,,-45489,,1.0,,,,,,,,False,,,0
5BD0C.30,1,TS,Transco,,Exp Next Itr,DLMS Order,3P4W HTCT 63.5V 5-10A,SEM N2,TVM HT 0.2,SS,bug fixed,2024-06-14,2024-07-18,2024-07-23,2024-07-29,,-45502,,6,3.0,7.0,5.0,,,BHR,,,,False,,,0
nLo048.05,5,Montecarlo ,MSEDCL,"4G, w/o DI",Withdrawn,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,,CR changes,2024-07-18,2024-07-18,,,,0,,-45490,,1.0,,,,,,,,False,,,0
nLo047.06,6,Montecarlo ,MSEDCL,"4G, DI",Withdrawn,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,,CR changes,2024-07-18,2024-07-18,,,,0,,-45490,,1.0,,,,,,,,False,,,0
nLo044.07,7,TPCL,TPCL,4G,Released,DLMS Order,3P4W LTCT 240V 5-10A,NORTEM,SMART,SS,CR changes,2024-07-18,2024-07-18,2024-07-18,2024-07-19,2024-07-22,3,2.0,1,0.0,2.0,2.0,109164(2),2024-07-22,BHR,,,,False,,,0
nLo025.08,8,Adani,APDCL,,Withdrawn,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,,CR changes,2024-07-18,2024-07-18,,,,0,,-45490,,1.0,,,,,,,,False,,,0
nLo021.11,11,Adani,APDCL,DI,Subs Itr rel,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,AM,CR changes,2024-07-18,2024-07-18,2024-07-19,2024-07-22,,-45495,,2,1.0,4.0,2.0,,,,,,,False,,,0
nLo035.08,8,Adani,MSEDCL,,Withdrawn,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,,CR changes,2024-07-18,2024-07-18,,,,0,,-45490,0.0,1.0,,,,,,,,False,,,0
nLo059.04,4,Adani,MSEDCL,w/o DI,Withdrawn,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,,CR changes,2024-07-18,2024-07-18,,,,0,,-45490,0.0,1.0,,,,,,,,False,,,0
HHo014.04,4,Montecarlo ,MSEDCL,DI,Withdrawn,DLMS Order, 3P4W HTCT Cl 0.2 5-10A,NORTEM,SMART,,Bug fixed,2024-06-17,2024-07-18,,,,0,,-45490,,1.0,,,,,,,,False,,,0
COC59.00 ,1,Rajashree Electricals,Rajashree Electricals,,Released,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,SFF,TVM LT WC,AM,Bug fixed,2024-06-18,2024-07-18,2024-07-25,2024-07-25,2024-07-26,1,1.0,8,4.0,1.0,1.0,QER-109190,2024-07-26,VK,,,,False,,,0
CAO01601,0,Adani,AEML,Nbiot,Released,DLMS Order, 3P4W LTWC Cl 1.0 10-100A,CHRONAS,SMART,AM,Code comapre,2024-07-16,2024-07-18,2024-07-19,2024-07-19,,-45492,,2,0.0,1.0,0.5,QER-109172(1),2024-07-19,,yes,,,False,,,0
CBO019.01,1,Adani,APEPDCL ,4G,Released,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,DK,Bug fixed,2024-07-11,2024-07-19,2024-07-19,2024-07-19,,-45492,,1,0.0,1.0,1.0,QER-109150(1),2024-07-19,,,,,False,,,0
nLo048.06,6,Montecarlo ,MSEDCL,"4G, w/o DI",Released,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,NB,CR changes,2024-07-18,2024-07-19,2024-08-19,2024-08-21,2024-08-22,1,1.0,32,20.0,3.0,3.0,QER- 109162(2),2024-08-23,DK,,,,False,,,0
nLo047.07,7,Montecarlo ,MSEDCL,"4G, DI",Released,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,BHR,CR changes,2024-07-18,2024-07-19,2024-08-12,2024-08-14,2024-08-20,6,3.0,25,16.0,3.0,3.0,QER-109161(1),2024-08-20,VN,,,,False,,,0
nLo035.09,9,Adani,MSEDCL,,Released,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,VN,CR changes,2024-07-18,2024-07-19,2024-07-19,2024-07-19,,-45492,,1,0.0,1.0,1.0,QER_109096(2),2024-07-19,,,,,False,,,0
nLo059.05,5,Adani,MSEDCL,w/o DI,Released,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,VN,CR changes,2024-07-18,2024-07-19,2024-07-22,2024-07-22,2024-07-23,1,1.0,4,2.0,1.0,0.5,109127(1),2024-07-25,,,,,False,,,0
NHO051.07,7,Adani ,APDCL,,Withdrawn,DLMS Order,3P4W HTCT 63.5V 5-10A,NORTEM,SMART,,CR changes,2024-07-19,2024-07-19,,,,0,,-45491,,1.0,,,,,,,,False,,,0
nLo057.06,6,Adani,APEPDCL,4G,Released,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,NB,Bug fixed,2024-06-04,2024-07-19,2024-07-22,2024-07-22,,-45495,,4,1.0,1.0,0.5,109181,2024-07-24,ABK,,,,False,,,0
RH63.00,2,Adani,APCPDCL,4G,Released,DLMS Order,"1PH 10-60A,  Cl.1.0",CYGNUS,SMART,SR,CR changes,2024-06-20,2024-07-19,2024-07-23,2024-07-23,2024-07-24,1,1.0,5,2.0,1.0,1.0,109182,2024-07-24,AM,,,,False,,,0
HHo013.04,4,Montecarlo ,MSEDCL,w/o DI,Released,DLMS Order, 3P4W HTCT Cl 0.5 5-10A,NORTEM,SMART,SS,CR changes,2024-07-19,2024-07-19,2024-08-12,2024-08-16,2024-08-20,4,2.0,25,17.0,5.0,3.0,QER-109167(1)      ,2024-08-19,AVM,,,,False,,,0
COP17.00,2,ESP,ESP,,Released,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,VENUS,TVM LT WC,AM,Process changes(code compare),2024-05-30,2024-07-19,2024-07-22,2024-07-22,,-45495,,4,1.0,1.0,0.5,109178,2024-07-22,,yes,,,False,,,0
RH62.00,5,Alfanar ,MPMKVVCL-Bhopal,,Released,DLMS Order,"1PH 10-60A,  Cl.1.0",CYGNUS,SMART,San,Bug fixed,2024-06-17,2024-07-22,2024-07-22,2024-07-22,2024-07-23,1,1.0,1,0.0,1.0,1.0,QER-109180,2024-07-24,VK,,,,False,,,0
COC57.00 ,3,WBSEDCL,WBSEDCL ,sampark,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,SFF,TVM LT WC,DK,bug fixed,2024-06-12,2024-07-22,2024-07-23,2024-07-24,2024-07-25,1,1.0,2,1.0,2.0,2.0,,,,,,,False,,,0
RH64.00,2,Adani,APSPDCL,4G,Released,DLMS Order,"1PH 10-60A,  Cl.1.0",CYGNUS,SMART,SR,CR changes,2024-06-20,2024-07-22,2024-07-23,2024-07-23,2024-07-24,1,1.0,2,1.0,1.0,1.0,109183,2024-07-24,AM,,,,False,,,0
nLo063.00,0,Adani,APEPDCL,4G,Released,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,DK,Firmware nLo057.06  modified to remove DI functionality.,2024-07-23,2024-07-23,2024-07-29,2024-08-02,2024-08-05,3,2.0,7,3.0,5.0,4.0,QER-109196,2024-08-06,SR,,,,False,,,0
nLo021.12,12,Adani,APDCL,DI,Subs Itr rel,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,AM,bug fixed,2024-07-18,2024-07-23,2024-07-23,2024-07-23,,-45496,,1,0.0,1.0,1.0,,,,,,,False,,,0
CAO02300,1,Intellismart ,PVVNL ,4G,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-100A,CHRONAS,SMART,San,bug fixed,2024-07-17,2024-07-23,2024-07-24,2024-07-26,2024-07-30,4,2.0,2,1.0,3.0,3.0,,,BHR,,,,False,,,0
nLo021.13,13,Adani,APDCL,DI,Subs Itr rel,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,AM,bug fixed,2024-07-18,2024-07-24,2024-07-24,2024-07-24,,-45497,,1,0.0,1.0,1.0,,,SAN,,,,False,,,0
nLo025.09,9,Adani,APDCL,,Withdrawn,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,,CR changes,2024-07-18,2024-07-24,,,,0,,-45496,,1.0,,,,,,,,False,,,0
CBO025.01,1,Adani,APCPDCL,4G,Released,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,VN,(Cr change) Sr. no. format is change ,2024-07-03,2024-07-24,2024-07-24,2024-07-24,,-45497,,1,0.0,1.0,0.5,109184,2024-07-25,,,,,False,,,0
CBO026.01,1,Adani,APSPDCL,4G,Released,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,VN,(Cr change) Sr. no. format is change ,2024-07-03,2024-07-24,2024-07-25,2024-07-25,,-45498,,2,1.0,1.0,0.5,109185,2024-07-25,,,,,False,,,0
CAO02100,2,TPCL,TPCL,4G(SIMCOM module with taoglass ),Withdrawn,DLMS Order, 3P4W LTWC Cl 1.0 10-100A,CHRONAS,SMART,,bug fixed,2024-06-27,2024-07-25,2024-07-25,,,0,,1,0.0,-45497.0,,,,,,,,False,,,0
nHo055.06,6,Iskraemeco ,UGVCL,,Completed,DLMS Order,3P4W HTCT 63.5V 5-10A,NORTEM,SMART,NB,CR changes,2024-05-10,2024-07-25,2024-09-02,2024-09-03,,-45538,,40,22.0,2.0,2.0,,,VN,,,,False,,,0
SF48.01,0,WBSEDCL ,WBSEDCL ,,Subs Itr rel,DLMS Order,"1Ph 10-60A , Cl.1.0",SFF,ENM,AM,Field observation corrected,2024-07-25,2024-07-25,2024-07-29,2024-07-29,2024-07-30,1,1.0,5,1.0,1.0,2.0,,,,,,,False,,,0
HHo011.06,6,Montecarlo ,MSEDCL,DI,Pending,DLMS Order, 3P4W HTCT Cl 0.5 5-10A,NORTEM,SMART,,CR changes,2024-07-25,2024-07-25,,,,0,,-45497,,1.0,,,,,,,,False,,,0
CAO02100,3,TPCL,TPCL,4G(SIMCOM module with taoglass ),Exp Next Itr,DLMS Order, 3P4W LTWC Cl 1.0 10-100A,CHRONAS,SMART,BCP,bug fixed,2024-06-27,2024-07-25,2024-07-26,2024-07-29,2024-07-31,2,2.0,2,1.0,4.0,2.0,,,AVM,,,,False,,,0
COC58.00 ,1,WBSEDCL,WBSEDCL ,Bi-direction,Exp Next Itr,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,SFF,TVM LT WC,VK,bug fixed,2024-07-11,2024-07-26,2024-07-29,2024-07-30,2024-08-01,2,2.0,4,1.0,2.0,2.0,,,SAN,,,,False,,,0
COT76.00,1,TPL,AGRA,,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,M3R,TVM LT WC,BHR,New firmware,2024-07-25,2024-07-25,2024-07-26,2024-07-31,,-45504,,2,1.0,6.0,4.0,,,,,,,False,,,0
COC57.00 ,4,WBSEDCL,WBSEDCL ,sampark,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,SFF,TVM LT WC,DK,bug fixed,2024-06-12,2024-07-25,2024-07-26,2024-07-26,,-45499,,2,1.0,1.0,1.0,,,,,,,False,,,0
RH46.03,0,Adani,APDCL,,Withdrawn,DLMS Order,"1Ph 5-30A , Cl.1.0",CYGNUS,SMART,,CR changes,2024-07-25,2024-07-25,,,,0,,-45497,,1.0,,,,,,,,False,,,0
nLo064.00,0,Adani,APCPDCL,4G,Subs Itr rel,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,NB,nLo057.06 Firmware modified for serial number format,2024-07-26,2024-07-26,2024-07-29,2024-08-02,,-45506,,4,1.0,5.0,5.0,,,,,,,False,,,0
HHo002.13,13,Techno,MPPKVVCL Indore ,,Released,DLMS Order, 3P4W HTCT Cl 0.2 5-10A,NORTEM,SMART,DK,CR changes and checklist,2024-07-26,2024-07-26,2024-08-09,2024-08-12,2024-08-13,1,1.0,15,8.0,4.0,3.0,QER- 109091(2),2024-08-14,SS,,,,False,,,0
CBO014.02,0,Techno,MPPKVVCL Indore ,,Released,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,VN,CR changes and checklist,2024-07-26,2024-07-26,2024-07-31,2024-08-01,2024-08-05,4,2.0,6,3.0,2.0,2.0,QER-109118(1),2024-08-06,AM,yes,,,False,,,0
CAO013.02,0,Techno,MPPKVVCL Indore ,,Released,DLMS Order, 3P4W LTWC Cl 1.0 10-100A,CHRONAS,SMART,ABK,CR changes and checklist,2024-07-26,2024-07-26,2024-08-12,2024-08-14,2024-08-19,5,3.0,18,7.0,3.0,4.0,QER-109203,2024-08-20,SS,,,,False,,,0
nLo031.17,17,Techno,MPPKVVCL Indore ,DI,Released,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,SS,CR changes and checklist,2024-07-26,2024-07-26,2024-07-30,2024-08-02,2024-08-05,3,1.0,5,2.0,4.0,4.0,QER-109092(2),2024-08-08,SAN,,,,False,,,0
nLo030.16,16,Techno,MPPKVVCL Indore ,(w/o DI),Released,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,VN,CR changes and checklist,2024-07-26,2024-07-26,2024-08-28,2024-09-02,,-45537,,34,18.0,6.0,4.0,109116(1),2024-09-02,BHR,,,,False,,,0
COC57.00 ,5,WBSEDCL,WBSEDCL ,sampark,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,SFF,TVM LT WC,DK,bug fixed,2024-06-12,2024-07-26,2024-07-29,2024-07-29,,-45502,,4,1.0,1.0,1.0,,,AVM,,,,False,,,0
nLo066.00,0,Adani,APSPDCL,4G,Subs Itr rel,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,ABK,nLo057.06 modified for serial number format,2024-07-26,2024-07-26,2024-07-29,2024-08-06,2024-08-08,2,2.0,4,1.0,9.0,7.0,,,NB,,,,False,,,0
nLo044.08,8,TPCL,TPCL,4G,Withdrawn,DLMS Order,3P4W LTCT 240V 5-10A,NORTEM,SMART,,bug fixed,2024-07-27,2024-07-29,,,,0,,-45501,0.0,1.0,,,,,,,,False,,,0
nLo065.00,0,Adani,APCPDCL,"4G, w/o DI",Withdrawn,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,,Firmware nLo064.00 Cn modified to remove DI functionality,2024-07-29,2024-07-29,,,,0,,-45501,,1.0,,,,,,,,False,,,0
nLo067.00,0,Adani,APSPDCL,"4G, w/o DI",Withdrawn,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,,Firmware nLo066.00 Cn modified to remove DI functionality,2024-07-29,2024-07-29,,,,0,,-45501,,1.0,,,,,,,,False,,,0
RH50.02,0,Techno,MPPKVVCL Indore,,Withdrawn,DLMS Order,"1Ph 10-60A , Cl.1.0",CYGNUS,SMART,,CR changes(Display),2024-07-29,2024-07-29,,,,0,,-45501,,1.0,,,,,,,,False,,,0
nLo044.09,9,TPCL,TPCL,4G,Released,DLMS Order,3P4W LTCT 240V 5-10A,NORTEM,SMART,AVM,bug fixed,2024-07-27,2024-07-29,2024-07-30,2024-07-30,,-45503,,2,0.0,1.0,1.0,QER-109164(3),2024-07-31,,,,,False,,,0
RH62.01,0,Alfanar ,MPMKVVCL-Bhopal,,Released,DLMS Order,"1PH 10-60A,  Cl.1.0",CYGNUS,SMART,BCP,Bug fixed(meter restart),2024-07-30,2024-07-30,2024-07-30,2024-07-30,,-45503,,1,0.0,1.0,1.0,QER-109180(1).,2024-07-30,,,,,False,,,0
RH68.00,0,Intellismart,MVVNL,4GQuectel,Withdrawn,DLMS Order,"1Ph 4G 10-60A , Cl.1.0",CYGNUS,SMART,,RH67.00 modified for CR changes,2024-07-30,2024-07-30,,,,0,,-45502,,1.0,,,,,,,,False,,,0
SF48.01,1,WBSEDCL ,WBSEDCL ,,Released,DLMS Order,"1Ph 10-60A , Cl.1.0",SFF,ENM,AM,bug fixed,2024-07-25,2024-07-30,2024-07-30,2024-07-31,,-45504,,1,0.0,2.0,1.0,QER-108505(4),2024-07-31,DK,,,,False,,,0
HHo004.09,9,Adani,MSEDCL,,Released,DLMS Order, 3P4W HTCT Cl 0.5 5-10A,NORTEM,SMART,NB,CR changes(Display),2024-07-30,2024-07-30,2024-08-12,2024-08-13,2024-08-19,6,3.0,14,8.0,2.0,2.0,QER-109124(4),2024-08-21,BHR,,,,False,,,0
HHo015.00,0,TPCL,TPCL,4G,Exp Next Itr,DLMS Order, 3P4W HTCT Cl 0.5 5-10A,NORTEM,SMART,BCP,New firmware,2024-07-31,2024-07-31,2024-08-08,2024-08-16,2024-08-20,4,2.0,9,4.0,9.0,5.0,,,AVM,,,,False,,,0
RH46.03,1,Adani,APDCL,,Subs Itr rel,DLMS Order,"1Ph 5-30A , Cl.1.0",CYGNUS,SMART,San,CR changes,2024-07-25,2024-07-31,2024-08-02,2024-08-05,,-45509,,3,1.0,4.0,2.0,,,SS,,,,False,,,0
RH53.01,0,TPCL,TPCL,,Released,DLMS Order,"1PH 10-60A,  Cl.1.0",CYGNUS,SMART,AM,CR changes,2024-07-31,2024-07-31,2024-08-05,2024-08-06,2024-08-07,1,1.0,6,3.0,2.0,2.0,109174(01),2024-08-27,SAN,,,,False,,,0
CAO02300,2,Intellismart ,PVVNL ,4G,Released,DLMS Order, 3P4W LTWC Cl 1.0 10-100A,CHRONAS,SMART,VN,CR changes,2024-07-17,2024-08-01,2024-08-01,2024-08-05,2024-08-07,2,2.0,1,0.0,5.0,2.0,QER-109199,2024-08-09,BHR,,,,False,,,0
CBO027.00,2,Alfanar ,MPMKVVCL-Bhopal,4G,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,BCP,bug fixed,2024-07-12,2024-08-01,2024-08-06,2024-08-07,2024-08-12,5,3.0,6,3.0,2.0,2.0,,,VK,,,,False,,,0
RH59.01,0,Intellismart,APDCL,,Released,DLMS Order,"1Ph 5-30A , Cl.1.0",CYGNUS,SMART,DK,CR changes,2024-08-01,2024-08-01,2024-08-02,2024-08-06,2024-08-08,2,2.0,2,1.0,5.0,3.0,QER-109126 (1),2024-08-08,VN,,,,False,,,0
CTP14.00 ,5,jdVVNL,jdVVNL,,Completed,DLMS Tender, 3P4W LTWC Cl 1.0 10-60A,VENUS,TVM LT WC,San,New firmware,2024-08-01,2024-08-01,2024-08-05,2024-08-07,,-45511,,5,2.0,3.0,3.0,,,,,,,False,,,0
CLO001.00,1,Alfanar ,MPMKVVCL-Bhopal,"4G, with DI",Exp Next Itr,DLMS Order, 3P4W LTCT Cl 0.5 5-10A,CHRONAS,SMART,AVM,bug fixed,2024-07-03,2024-08-01,2024-08-08,2024-08-13,,-45517,,8,4.0,6.0,4.0,,,,,,,False,,,0
CLO002.00,1,Alfanar ,MPMKVVCL-Bhopal,"4G, w/o DI",Withdrawn,DLMS Order, 3P4W LTCT Cl 0.5 5-10A,CHRONAS,SMART,,bug fixed,2024-07-03,2024-08-01,,,,0,,-45504,,1.0,,,,,,,,False,,,0
CBO028.00,0,Reliance Jio ,BESCOM,4G,Released,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,BHR,New firmware,2024-08-01,2024-08-01,2024-08-01,2024-08-06,2024-08-09,3,3.0,1,0.0,6.0,4.0,QER-109201,2024-08-09,SR,,,,False,,,0
CAO02100,4,TPCL,TPCL,4G(SIMCOM module with taoglass ),Exp Next Itr,DLMS Order, 3P4W LTWC Cl 1.0 10-100A,CHRONAS,SMART,NB,bug fixed,2024-06-27,2024-08-02,2024-08-05,2024-08-06,,-45510,,4,1.0,2.0,1.0,,,,,,,False,,,0
RH70.00,0,ESP,ESP,CYAN RF,Withdrawn,DLMS Order,"1Ph 5-30A , Cl.1.0",CYGNUS,SMART,,RH18 fw modified as per CR change,2024-08-02,,,,,0,,1,,1.0,,,,,,,,False,,,0
SR83.00,1,TANGEDCO,TANGEDCO,,Subs Itr rel,DLMS Order,"1Ph 10-60A , Cl.1.0",SFF,ENM,SS,bug fixed,2024-07-11,2024-08-02,2024-08-06,2024-08-08,,-45512,,5,2.0,3.0,3.0,,,,,,,False,,,0
COT76.00,2,TPL,AGRA,,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,M3R,TVM LT WC,VN,bug fixed,2024-07-25,2024-08-02,2024-08-05,2024-08-06,2024-08-08,2,2.0,4,1.0,2.0,1.0,,,BCP,,,,False,,,0
UC26.00,0,WM101BC5DKSNET,WM101BC5DKSNET,,Pending,DLMS Order,"1PH 05-30A,  Cl.1.0",SFF,ENM,,platform Conversion ,2024-08-02,2024-08-02,,,,0,,-45505,,1.0,,,,,,,,False,,,0
COP12.01,0,KSEB,KSEB,,Withdrawn,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,VENUS,TVM LT WC,AM,checklist ,2024-08-05,2024-08-05,2024-08-13,2024-08-14,,-45518,,9,4.0,2.0,2.0,,,,,,,False,,,0
RH50.02,1,Techno,MPPKVVCL Indore,,Released,DLMS Order,"1Ph 10-60A , Cl.1.0",CYGNUS,SMART,VN,CR changes(Display),2024-07-29,2024-08-05,2024-08-07,2024-08-09,,-45513,,3,1.0,3.0,3.0,QER- 109053(2),2024-08-14,DK,,,,False,,,0
CON09.00,0,WBSEDCL,WBSEDCL,,Subs Itr rel,DLMS Order, 3P 4W- SFF-LT 5-10A,SFF,TVM LT 0.5,SR,New Firmware,2024-08-05,2024-08-05,2024-08-09,2024-08-14,2024-08-16,2,1.0,5,2.0,6.0,4.0,,,AVM,,,,False,,,0
RH62.02,0,Alfanar ,MPMKVVCL-Bhopal,,Subs Itr rel,DLMS Order,"1PH 10-60A,  Cl.1.0",CYGNUS,SMART,NB,CR changes,2024-08-06,2024-08-06,2024-08-07,2024-08-09,2024-08-12,3,1.0,2,1.0,3.0,3.0,,,,,,,False,,,0
COC57.00 ,6,WBSEDCL,WBSEDCL ,sampark,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,SFF,TVM LT WC,DK,Hw changed,2024-06-12,2024-08-09,2024-08-09,2024-08-12,,-45516,,1,1.0,4.0,2.0,,,,,,,False,,,0
RH46.03,2,Adani,APDCL,,Released,DLMS Order,"1Ph 5-30A , Cl.1.0",CYGNUS,SMART,San,bug fixed,2024-07-25,2024-08-06,2024-08-06,2024-08-06,,-45510,,1,0.0,1.0,0.5,109051(4),2024-08-07,,,,,False,,,0
nLo069.00,0,GMR,PuVVNL,,Released,DLMS Order,3P4W LTCT 240V 5-10A,NORTEM,SMART,ABK,CR changes,2024-08-07,2024-08-07,2024-08-19,2024-08-21,2024-08-22,1,1.0,13,8.0,3.0,3.0,109210,2024-08-27,VN,,,,False,,,0
nLo070.00,0,TPCL,TPCL,4G,Completed,DLMS Order,3P4W LTCT 240V 5-10A,NORTEM,SMART,VN,CR changes,2024-08-07,2024-08-07,2024-08-19,2024-08-23,2024-08-26,3,1.0,13,8.0,5.0,5.0,,,BCP,,,,False,,,0
CBO024.01,0,Intellismart,APDCL,4G,Released,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,DK,CR changes,2024-08-08,2024-08-08,2024-08-08,2024-08-09,2024-08-12,3,2.0,1,0.0,2.0,2.0,QER- 109130(1),2024-08-12,VK,,,,False,,,0
nLo066.01,1,Adani,APSPDCL,4G,Withdrawn,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,,Bug fixed,2024-07-26,2024-08-08,2024-08-09,,,0,,2,1.0,-45512.0,,,,,,,,False,,,0
